My keynote speech in Austin	Video of me giving my first keynote presentation at the TechForward conference in Austin, TX, last May.	My team's weekly presentation at work	Attending the TechForward conference as a guest	Giving a toast at my friend's wedding	The kids carving pumpkins on the back porch for Halloween, October 2024.	Video of Lily's first school play where she was a tree, December 2023.	Hiking with Sarah and Mark in Yosemite National Park during our trip last summer.	Presenting my project at the annual company conference in Chicago, June 2023.
that hike up Mount Greylock	Reaching the summit of Mount Greylock during our fall hike, October 2022.	hiking trip in summer 2023	camping trip in the woods	skiing at Mount Snow	My messy kitchen counter after baking sourdough bread for the first time, January 2024.	The kids, Leo and Mia, building a massive sandcastle at Cannon Beach, Oregon during our family trip.	Making homemade pasta with my daughter, Emily, in our kitchen on a rainy Saturday afternoon, March 2024.	Carving pumpkins with the kids in the backyard for Halloween 2023.
Romantic getaway pics from 2022	Me and Sarah watching the sunset from our balcony in Santorini, Greece, during our anniversary trip in July 2022.	Family vacation in Italy	Watching the sunrise in Santorini	Sarah at the beach in Miami	Carving pumpkins with the kids, Mia and Leo, at the kitchen table for Halloween 2023.	Our new kitten, Milo, hiding in a cardboard box in the living room, March 2024.	My team at the annual company holiday party, held at the downtown conference center, December 2023.	Group photo with my college friends Mark, Dave, and Chloe at the Golden Gate Bridge during our San Francisco reunion trip, May 2023.
my artwork in the studio	My watercolor painting of the lighthouse from our trip to Maine, sitting on the easel in my studio.	photos from our family trip to Maine	my pottery class creations	a photo of the actual lighthouse in Maine	Hiking with Mark and Chloe at Zion National Park during our Utah road trip, Memorial Day weekend 2021.	The whole family around the dinner table for Thanksgiving at my parents' house, November 2023.	The kids carving pumpkins on the back porch for Halloween 2023.	Leo's 1st birthday party at Grandma's house, with the dinosaur-themed cake. March 2022.
That big dinner we had for my grandmother's birthday	Grandma Eleanor's 80th birthday dinner at 'La Trattoria', May 14, 2023. The whole family was there.	Grandma's 75th birthday party at our house	Christmas dinner with the family	Mom and Dad's anniversary dinner at La Trattoria	My friends and I having a bonfire and BBQ at Jen's lake house for the 4th of July weekend.	My messy desk showing the new monitor setup, right after I built my PC, May 2023.	Video of me and Dad finally finishing the deck we built in the backyard, celebrating with a beer, Spring 2023.	My work team doing a trust fall exercise during the company offsite in the mountains, September 2022.
Morning hike last autumn	A quiet morning hike through the redwood forest near Muir Woods last fall.	Hike at Runyon Canyon in LA	Beach walk during sunset	Camping trip from last summer	Celebrating Sarah's 30th birthday with a surprise party at The Rooftop Bar, last summer.	Our cat, Jasper, sleeping in a sunbeam on the living room rug. A quiet Sunday morning.	At Mike and Emily's wedding, dancing with the bridesmaids. August 6, 2024, at the vineyard.	My first attempt at baking a sourdough bread loaf in the kitchen on a Saturday morning.
The audio of my grandmother's life story	Audio recording of Grandma telling her story about immigrating to America, recorded on my phone, January 15, 2021.	Video of Grandma's 90th birthday party	My first podcast recording with a friend	Voice memo of my grocery list from January	Our black cat, Shadow, squeezed into a tiny Amazon box on the living room floor. February 2024.	Hiking the Inca Trail to Machu Picchu, Peru with Sarah and Tom, July 2023.	Our cat, Mittens, napping in a sunbeam on the living room rug.	Receiving the 'Employee of the Year' award at the company holiday party, December 2021.
Group photo from our last Thanksgiving	The whole family gathered for Thanksgiving dinner at Grandma's house, November 2024.	Christmas morning opening presents	Fourth of July barbecue in the backyard	Easter egg hunt with the kids at the park	My daughter Maya's 5th birthday party in our backyard, with the bouncy castle, June 2023.	Hiking with Alex and Ben at Yosemite National Park, posing by the waterfalls in May 2023.	Baby Chloe taking her first steps in the hallway, January 2024.	My cat, Mittens, sleeping in a sunbeam on the living room rug.
Photos with Alex and Chloe on that mountain	Hiking with Alex and Chloe to the summit of Mount Beacon to watch the sunrise, fall 2020.	Watching the sunset at the beach	Camping trip with my family last summer	Hiking in the summer with just Alex	Receiving the 'Innovator of the Year' award at the company's annual conference in Las Vegas, March 2024.	Bridesmaid at Jessica and Tom's wedding in Napa Valley, June 2021. Beautiful outdoor ceremony.	The moment Alex proposed on a beach in Maui at sunset, during our vacation in July 2023.	The kids, Leo and Mia, making a huge mess with flour while baking cookies in the kitchen on a rainy Saturday.
Making a mess with pumpkin guts in 2022	Carving pumpkins on the back porch with Emily for Halloween, October 2022.	Putting up the Christmas tree	Emily and I in our Halloween costumes	The Easter egg hunt in the backyard	A video of the waterfall at Yosemite National Park during our family road trip, July 2022.	Me, Sarah, Maria, and Chloe on our girls' trip to Barcelona, Spain, summer 2022.	My cat Jasper curled up asleep on my warm laptop keyboard, preventing me from working.	Celebrating my daughter Emily's 5th birthday party with a princess theme in the backyard.
Photos from Fushimi Inari shrine	Me and Sarah in front of the Fushimi Inari shrine in Kyoto, Japan, during our trip in October 2022.	Our trip to Tokyo	Cherry blossoms in Japan	My family vacation in Italy	Leo's 5th birthday party at the local park, with the dinosaur-themed cake, June 2023.	Celebrating Grandma Helen's 80th birthday party at The Olive Branch restaurant, June 2022.	Watching The Killers perform live at Madison Square Garden with Jessica, October 1, 2022.	Carving pumpkins with the kids in the backyard for Halloween 2023.
photos from our back porch in October	Family carving pumpkins on the back porch for Halloween, October 2022.	Christmas morning 2022	the kids in their Halloween costumes trick-or-treating	Easter egg hunt in the backyard	Celebrating David's 30th birthday with friends at The Olive Branch restaurant, last Saturday night.	Leo's first birthday party in the backyard, June 4th, 2023. He's smashing his cake.	Baby Leo taking his first steps in our living room, March 2023.	Our cat, Mittens, napping in a patch of sunlight on the living room rug.
My kitchen creations from winter 2024	Photo of the round sourdough bread loaf I baked, cooling on the kitchen counter. So proud of the crust! Saturday, January 2024.	The pizza I made for dinner last night	Decorating the birthday cake for Ben	Breakfast pancakes from Sunday	Video of baby Leo taking his first steps in the hallway, January 2024.	The kids carving pumpkins on the back porch for Halloween last year.	Me holding my finished pottery vase from the ceramics class, final session, April 2024.	Me and David hiking the trail to Vernal Fall in Yosemite National Park. We're standing in front of the waterfall, soaked from the mist. August 2021.
When my son started kindergarten	Leo's first day of kindergarten at Northwood Elementary, September 5, 2024.	Leo's last day of preschool	My first day of high school	Leo's 5th birthday party	Making chocolate chip cookies with the kids, Maya and Ben, on that rainy Saturday afternoon.	My marketing team at the annual offsite in Napa Valley, October 2022. We did a wine-tasting workshop.	Grandma's famous turkey at Thanksgiving dinner, our house, November 2022.	Photo of the sourdough bread I baked that came out perfectly, from my baking phase during winter 2021.
all the photos from that sunny day for Lily's birthday	Lily's 5th birthday party in the backyard, with the bouncy castle. July 2023.	Lily's first day of school	Tom's 5th birthday party	Our 4th of July BBQ last year	My family having Thanksgiving dinner at Grandma's house, November 2022.	Our cat, Mittens, sleeping in a sunbeam on the new blue rug in the living room. Winter 2024.	Painting the nursery a soft yellow color before Emily was born.	Me and Chloe watching the sunset from our apartment balcony with a glass of wine. A perfect quiet evening, last Tuesday.
When Chloe was a pirate on stage	My daughter Chloe dressed as a pirate for her school's play, 'Treasure Island', Spring 2023.	Chloe's soccer game last weekend	The family dressing up for Halloween last year	Chloe's 5th grade graduation ceremony	A video I took of the heavy thunderstorm from my apartment window last Tuesday night.	Holding up the big rainbow trout I caught at Lake Tahoe last year.	Our cat, Mittens, sleeping in a sunbeam on the new blue couch, afternoon in March 2022.	My wife Emily's surprise 30th birthday party at The Old Tavern with all our friends, February 2023.
Home renovation spring 2024	Painting the nursery a soft green color before the baby arrived. Spring 2024.	Assembling the crib for the nursery	Painting the living room beige	Baby shower in the nursery	My daughter Emily's first time riding her bike without training wheels in the driveway. Spring 2024.	My team winning the 'Best Project' award at the company offsite in San Diego, October 2023.	Me crossing the finish line at the city marathon, completely drenched in rain, October 2023.	Exploring the streets of Tokyo, Japan, during our trip in spring 2023.
